질병명,주요증상
"골절된 늑골 또는 흉골, 흉부 외상 (Fractured ribs or sternum, thoracic trauma)"," 가슴 , 흉강 타진시 둔탁한 부위 | 급사 , 돌연사 | 기침시 객혈 | 다호흡 | 등 , 흉부 , 가슴 , 늑골 뼈 노출 | 등 , 흉부 , 염발음 | 모세혈관 재충만 시간 지연 | 비정상의 폐포음 | 빈맥 | 심음의 감소 | 약맥 | 운동기피 | 저체온증 | 전신허약 | 창백 | 청색증 | 폐포음 감소 | 피하 염발음 | 핑사운드(가슴 타진시) | 호흡곤란 | 흉부 종창 | 흉부 , 흉곽 , 늑골 , 흉골의 통증 |"
"골절된 이 (Fractured tooth, teeth)"," 과도한 침흘림 | 구강 통증 , 구강점막 및 혀의 통증 | 무기력 | 식욕부진 | 이빨 색깔의 이상 | 이빨 흔들림 , 풍치 | 이빨에 금이감 | 이빨의 결손 | 이빨의 교합부전 | 저작곤란 , 잘 씹지 못함 |"
"대퇴머리골단이나 목의 골절, 미끄러짐 (Fractured, slipped, capital femoral epiphysis or neck)"," 골반 및 회음부의 종창 | 골반 , 둔부 통증 | 기립불능 | 뒷다리 및 골반부 , 염발음 | 뒷다리 위축 | 뒷다리 종창 | 뒷다리 통증 | 뒷다리 파행 | 이동거부 |"
다리 원위의 골절 (Fractures of the distal extremities in dogs and cats)," 뒷다리 및 골반부 | 뒷다리 종창 | 뒷다리 파행 | 뒷발 통증 | 뒷발종창 | 앞다리 염발음 | 앞다리 종창 | 앞다리 파행 | 앞발 종창 | 앞발 통증 | 염발음 | 전신파행 , 경직 |"
"동상 (Frostbite in dogs, cats and birds)", 빈맥 | 창백 | 청색증 | 피부 괴사 | 피부 냉감 | 피부 부종 | 피부 통증 | 피부의 가피 | 피부홍반 |
"갈락토세레브로시스축적 (Galactocerebrosidosis, globoid cell leukodystrophy)"," 거리감각불능 , 거리감각 과대 및 과소 | 근육긴장저하 | 기립불능 , 다우너 | 뒷다리 반사 이상(증가나 감소) | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 떨림 , 전율 , 오한 | 무기력 , 침울 , 졸림 , 생기없음 | 방광 종대 , 확장 | 분변 실금 | 비정상적 또는 공격적 행동 , 습성이 바뀜 | 비정상적인 자세 | 빛에 대한 동공의 비정상 반응 | 사지마비 , 무기력 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 실명 , 시력상실 | 안구진탕 , 안구불수의적운동 | 앞다리 반사 이상(증가나 감소) | 요실금 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 위협반사반응에 무반응 또는 감소 , 실명은 아님 | 전신허약 , 부전마비 , 마비 | 진전 | 체중감소 |"
울유(Galactostasis in the bitch and queen)," 유선 , 유방 통증 | 유선 , 유방의 부종 | 유선 , 유방의 열감 | 유선 , 유방이 단단함 | 유선의 종대 , 종괴 , 유방비대 , 여성형 유방 |"
위 턱구충증(Gastric gnathostomiasis or spirocerciasis in cats)," 구토| 무기력 , 침울 , 졸림 , 생기없음 | 복강 외부 압박에 따른 통증 | 복강내부 종괴 , 종창 , 유착 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 점막 , 피부 창백 , 빈혈 | 체중감소 |"
"위종양(Gastric neoplasia, stomach cancer, in dogs and cats)"," 다음 , 많이 마심 , 지나친 갈증 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 떨림 , 전율 , 오한| 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 복강 외부 압박에 따른 통증 | 복강내부 종괴 , 종창 , 유착 | 복부팽만 | 복수 | 빈맥, 빠른 맥박 , 심박 | 산통 , 복통 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 전신허약 , 부전마비 , 마비 | 점막 , 피부 창백 , 빈혈 |  체중감소 | 탈수 | 토혈증 | 혈변 , 분변내 잠혈 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 황달 |"
위울체(Gastric retention in dogs and cats)," 과도한 침흘림 , 유연 , 입에 거품 | 구토 | 무기력 , 침울 , 졸림 , 생기없음 | 발육정지 ,  체중증가없음 , 성장지연 | 복부팽만 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 체중감소 | 탈수 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 |"
"가스트린종(Gastrinoma, gastrin secreting tumor in dogs and cats)"," 구토 | 다뇨증 |  다식증 , 과도한 식욕 | 다음 , 많이 마심 , 지나친 갈증 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 배변량 감소 , 변비 , 배변 안됨 | 복강 외부 압박에 따른 통증 | 복강내부 종괴 , 종창 , 유착 | 빈맥 , 빠른 맥박 , 심박 | 산통 , 복통 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹 임, 먹이 공급 중단 | 전신허약 , 부전마비 , 마비 | 점막 , 피부 창백 , 빈혈 | 지방변 | 체중감소 | 탈수 | 토혈증 | 혈변 | 혈변 , 분변내 잠혈 |"
"위식도, 식도 장겹침증(Gastroesophageal, esophageal, intussusception in dogs and cats)"," 구역질 | 구토 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 무기력 , 침울 , 졸림 , 생기없음 |  복강 외부 압박에 따른 통증 | 비정상의 폐포음 , 흉강 음, 랏셀음 , 염발음 , 천명음 , 마찰음 | 빈맥 , 빠른 맥박 , 심박 | 산통 , 복통 | 수척 , 건강상태 불량 , 증체율 불량 | 식도폐쇄 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 약맥 , 소맥 | 연하곤란 , 연하장애 |  점막 , 피부 창백 , 빈혈 | 점액양 비강 분비물 , 장액성 , 수양성  | 체중감소 | 탈수 | 토혈증 | 폐포음 감소 , 호흡음이 없음 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 화농성 비강 분비물 |"
전신 림프절 병증(Generalized lymphadenopathy resembling lymphoma in cats)," 림프절 종대 , 림프절 병증 , 종창 , 종괴 |"
거대 세포 종양(Giant cell tumors in cats)," 뒷다리 종창 , 종괴(관절부/비관절부 포함) | 뒷다리 파행 , 경직 , 절름발이 | 등부위 부어오름 , 종창 , 종괴 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 앞다리 종창 , 종괴(관절부/비관절부위 포함) | 앞다리 파행 , 경직 , 절름발이 | 전신파행 , 경직 , 절름발이 | 흉부 종창 , 흉부 , 가슴 , 늑골 , 흉골의 종괴 |"
"두꺼비 중독증(Giant tropical, bufo marinus, toad toxicity in dogs and cats)"," 거리감각불능 , 거리감각 과대 및 과소 | 과도한 침흘림 , 유연 , 입에 거품 | 구강 통증 , 구강점막 및 혀의 통증 | 구강점막의 울혈 , 홍반 , 발적 | 구역질 | 구토 | 급사 , 돌연사 | 기립불능 , 다우너 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 동 빈맥 | 동성 부정맥 | 머리 흔들기 | 발열 , 고열  | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 부정맥 , 불규칙한 심박 및 맥박 | 산동 , 확장된 동공 | 설사 , 하리 | 심실 세동 , 조동 | 안구진탕 , 안구불수의적운동 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 저체온증 , 낮은체온 | 청색증 , 피부나 점막이 푸름 | 혈변 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 혼수 , 혼미 | 후궁반장 |"
사구체신염(Glomerulonephritis in dogs and cats)," 거친 피모 , 곤두선 털 | 구강점막의궤양 , 수포 , 플라크(반) , 농포 , 미란 , 절창 | 구토 | 다뇨증 | 다음 , 많이 마심 , 지나친 갈증 | 단백뇨 | 뒷다리 파행 , 경직 , 절름발이 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 발육정지 , 체중증가없음 , 성장지연 | 복강 외부 종창 , 종괴 | 복부팽만 | 복수 | 빈맥 , 빠른 맥박 , 심박 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 신장 종대 촉진 | 신장 촉진시 작음 | 심음의 감소 | 앞다리 파행 ,경직 , 절름발이 | 운동기피 , 쉽게 지침 | 저체온증 , 낮은체온 | 전신파행 , 경직 , 절름발이 | 전신허약 , 부전마비 , 마비 | 점막 , 피부 창백 , 빈혈 | 체중감소 | 탈수 | 폐포음 감소 , 호흡음이 없음 | 피부 부종 | 피부 , 귀 , 다리 냉감 | 혈뇨 | 호흡시 이상한 냄새 , 구강의 악취 | 흉부 종창 , 흉부 , 가슴, 늑골 , 흉골의 종괴 |"
"고셔병(Glucocerebrosidosis, gaucher's disease)"," 거리감각불능 , 거리감각 과대 및 과소 | 떨림 , 전율 , 오한 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 지각과민 , 예민함 , 과다운동 | 진전 |"
글리코겐 저장성 질병(Glycogen storage disease in norwegian forest cats)," 기립불능 , 다우너 | 뒷다리 위축 , 야윔 | 등부위 위축 , 야윔 | 떨림 , 전율 , 오한 | 머리 , 얼굴 , 턱 , 혀 위축 , 수척 , 야윔 | 목 , 가슴 , 위축 , 야윈 흉곽 | 발열, 고열  | 사지마비 , 무기력 | 앞다리 위축 , 야윔 | 전신허약 , 부전마비 , 마비 | 진전 | 토끼처럼 뜀 |"
Gm1 강글리오시드증(Gm1 gangliosidosis in young cats and dogs)," 각막의 부종 , 혼탁사지마비 , 무기력 | 간 , 비장 종대 , 비장종대 , 간종대 | 거리감각불능 , 거리감각 과대 및 과소 | 기립불능 , 다우너 | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 떨림 , 전율 , 오한 | 림프절 종대 , 림프절 병증 , 종창 , 종괴 | 망막 색소침착 이상 | 발육정지 , 체중증가없음 , 성장지연 | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 비정상적 또는 공격적 행동 , 습성이 바뀜 | 비정상적인 자세 | 사시 , 사팔뜨기 | 사지마비 , 무기력 | 수척 , 건강상태 불량 , 증체율 불량 | 실명 , 시력상실 | 안구진탕 , 안구불수의적운동 | 연하곤란 , 연하장애 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 전신허약 , 부전마비 , 마비 | 지각과민 , 예민함 , 과다운동 | 진전 | 체중감소 |"
"Gm2 강글리오시드증(Gm2 gangliosidosis in young dogs, cats, and swine)"," 각막의 부종 , 혼탁 | 거리감각불능 , 거리감각 과대 및 과소 | 기립불능 , 다우너 | 난청 , 귀머거리 | 뒷다리 반사 이상(증가나 감소) | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 뒷다리 위축 , 야윔 | 떨림 , 전율 , 오한 | 망막 색소침착 이상 | 발육정지 , 체중증가없음 , 성장지연 | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 방향 감각 상실 , 기억 상실 | 비정상적 또는 공격적 행동 , 습성이 바뀜 | 비정상적인 자세 | 사지마비 , 무기력 | 선회운동 | 수면과다 또는 수면감소 |  수척 , 건강상태 불량 , 증체율 불량 | 실명 , 시력상실 | 앞다리 위축 , 야윔 | 연하곤란 , 연하장애 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 저작곤란 , 잘 씹지 못함 | 전신허약 , 부전마비, 마비 | 지각과민 , 예민함 , 과다운동 | 진전 | 체중감소 |"
"생식샘 발생장애(Gonadal dysgenesis, ovarian dysplasia)"," 난소 크기 감소 , 작은 난소 | 무발정 , 발정휴지 | 발육정지 , 체중증가없음 , 성장지연 | 발정주기 이상(길거나 짧음) , 불규칙한 발정과 발정사이 기간 | 암컷의 불임증 , 저 수태 | 자궁 , 자궁경부의 크기 감소 |"
"반음양, 가성반음양, 간성 (Hermaphrodism, pseudohermaphrodism,intersex)"," 무발정, 발정휴지 | 비정상적 또는 공격적 행동, 습성이 바뀜 | 성욕, 발기 부전 | 수컷 불임 | 암컷의 불임증, 저 수태 | 외음부, 음핵의 종대, 종괴 | 음낭, 고환 크기 이상 | 자궁, 난소의 결손 | 자궁, 자궁경부의 크기 감소 | 질 종창, 종괴 |"
"탈장, 틈새, 결손, 배벽의, 배쪽 탈장 (Hernia, fissure, defect, of the abdominal wall, ventral hernia)"," 난산 | 다한증, 과도한 땀 흘림 | 등부위 부어오름, 종창, 종괴 | 무기력, 침울, 졸림, 생기없음 | 배변량 감소, 변비, 배변 안됨 | 복강 외부 압박에 따른 통증 | 복강 외부 종창, 종괴 | 빈맥, 빠른 맥박, 심박 | 산통, 복통 | 식욕부진, 식욕감소, 식욕절폐, 젖을 안먹임, 먹이 공급 중단 | 탈수 | 피부 통증 | 흉부 종창, 흉부, 가슴, 늑골, 흉골의 종괴 |"
이소성 골화 (Heterotopic ossificaton in cats)," 구토 | 무기력, 침울, 졸림, 생기없음 | 복강내부 종괴, 종창, 유착 | 복부팽만 | 식욕부진, 식욕감소, 식욕절폐, 젖을 안먹임, 먹이 공급 중단 |"
헥사클로로펜의 독성 (Hexachlorophene toxicity in dogs and cats)," 거리감각불능, 거리감각 과대 및 과소 | 구토 | 기립불능, 다우너  | 다호흡, 빠른호흡(빈호흡), 과호흡 | 떨림, 전율, 오한 | 무기력, 침울, 졸림, 생기없음 | 배변량 감소, 변비, 배변 안됨 | 빈맥, 빠른 맥박, 심박 | 운동실조, 협조불능, 절뚝거림, 넘어짐 | 저체온증, 낮은체온 | 전신허약, 부전마비, 마비 | 진전 | 탈수 | 호흡곤란, 개구호흡, 그르렁거림, 가쁜호흡 | 흥분, 헛소리, 광분 |"
조직구종 (Histiocytoma)," 뒷다리 종창, 종괴(관절부/비관절부 포함) |머리, 얼굴, 귀, 턱 무기력, 처짐, 부전마비, 마비 | 목 부위 종창, 경부의 종괴 | 복강 외부 종창, 종괴 | 앞다리 종창, 종괴(관절부/비관절부위 포함) | 음경, 포피, 고환, 음낭의 종대, 종괴 | 탈모, 무모증 | 피부 또는 피하의 종창, 종괴, 결절 | 피부 인설, 비듬, 비늘 | 피부의 가피, 딱지 | 피부의 궤양, 미란, 찰과상 | 흉부 종창, 흉부, 가슴, 늑골, 흉골의 종괴 "
"서양호랑가시나무, 털가시나무 독성 (Holly, ilex, poisoning)"," 과도한 침흘림, 유연, 입에 거품 | 구토 | 무기력, 침울, 졸림, 생기없음 | 설사, 하리 | 식욕부진, 식욕감소, 식욕절폐, 젖을 안먹임, 먹이 공급 중단 |"
"인동덩굴 독성 (Honeysuckle, lonicera, poisoning)"," 구토 | 무기력, 침울, 졸림, 생기없음 | 설사, 하리 | 식욕부진, 식욕감소, 식욕절폐, 젖을 안먹임, 먹이 공급 중단 |"
"구충 피부염 (Hookworm dermatitis in dogs, cats, cattle, and sheep)"," 과각화증, 두꺼운 피부 | 뒷발 통증 | 뒷발, 발가락 종창, 종괴 | 발톱, 갈퀴, 발굽의 갈라짐, 깨진 발톱 | 발톱, 갈퀴, 발굽의 과도한 발육 | 발톱, 갈퀴, 발굽의 발육 장애 | 소양감, 가려움 | 앞발 통증 | 앞발, 발가락 종창, 종괴 | 탈모, 무모증 | 피부 구진 | 피부 농포 | 피부 통증 | 피부홍반, 염증, 발적 |"
"구충 감염 (Hookworms, ancylostoma and uncinaria in dogs and cats)"," 거친 피모, 곤두선 털 | 구토 | 무기력, 침울, 졸림, 생기없음 | 분변 냄새의 이상 | 분변 색깔이 진함, 암흑색 분변 | 빈맥, 빠른 맥박, 심박 | 설사, 하리 | 수척, 건강상태 불량, 증체율 불량 | 이급후증, 배변곤란 | 전신허약, 부전마비, 마비 | 점막, 피부 창백, 빈혈 | 체중감소 | 탈수 | 혈변 | 혈변, 분변내 잠혈 |"
"다래끼 (Hordeolum, chalazion, stye, in dogs and cats)"," 눈의 통증, 안통 | 눈의 화농성 분비물 | 안검연축, 경련 | 안와, 안와주위, 결막 부종, 안구종괴 "
"마로니에 독성 (Horse chestnut, aesculus, poisoning in dogs and cats)"," 거리감각불능, 거리감각 과대 및 과소 | 과도한 침흘림, 유연, 입에 거품 | 다음, 많이 마심, 지나친 갈증 | 떨림, 전율, 오한 | 무기력, 침울, 졸림, 생기없음 | 발열, 고열 | 배변량 감소, 변비, 배변 안됨 | 복강 외부 압박에 따른 통증 | 산통, 복통 | 설사, 하리 | 식욕부진, 식욕감소, 식욕절폐, 젖을 안먹임, 먹이 공급 중단 | 운동실조, 협조불능, 절뚝거림, 넘어짐 | 진전 | 탈수 | 토혈증 |"
등에의 체내 침입 (Horse fly and deer fly infestation)," 무유증, 유즙생산감소, 정지 | 소양감, 가려움 | 수척, 건강상태 불량, 증체율 불량 | 체중감소 | 피부 구진 | 피부 농포 | 피부 팽진, 발진 | 피부, 털, 깃털에 기생충 | 피부의 가피, 딱지 | 피부의 궤양, 미란, 찰과상 | 피부통증 | 피부홍반, 염증, 발적 |"
"암사슴, 암캐, 암코양이의 자궁유수증 (Hydrometra, mucometra, in the doe, bitch and queen)"," 무발정, 발정휴지 | 복부팽만 | 복수 | 암컷의 불임증, 저 수태 |"
"고알도스테론증, 알도스테론증 (Hyperaldosteronism, aldosteronism, in cats)","2도 방실 심 차단 | 3도 방실 심 완전차단 | 거리감각불능, 거리감각 과대 및 과소 | 거친 피모, 곤두선 털 | 다뇨증 | 다음, 많이 마심, 지나친 갈증 | 뒷다리 반사 이상(증가나 감소) | 망막 박리 | 망막출혈 | 맥박 결손 | 목 무기력, 부전마비, 마비, 목을 못가눔 | 무기력, 침울, 졸림, 생기없음 | 복부팽만 | 부정맥, 불규칙한 심박 및 맥박 | 비정상적인 자세 | 빛에 대한 동공의 비정상 반응 | 산동, 확장된 동공 | 수척, 건강상태 불량, 증체율 불량 | 식욕부진, 식욕감소, 식욕절폐, 젖을 안먹임, 먹이 공급 중단 | 실명, 시력상실 | 심방 빈맥, 빈박 | 심실 빈맥, 다발성 혹은 단발성 | 심실 세동, 조동 | 심잡음 | 앞다리 반사 이상(증가나 감소) | 연하곤란, 연하장애 | 운동실조, 협조불능, 절뚝거림, 넘어짐 | 전신허약, 부전마비, 마비 | 체중감소 | 탈수 |"
"과킬로마이크론혈증, 고지방단백혈증 (Hyperchylomicronemia, hyperlipoproteinemia in cats)","간, 비장 종대, 비장종대, 간종대 | 골반 및 회음부의 종창, 종괴 | 다호흡, 빠른호흡(빈호흡), 과호흡 | 뒷다리 위축, 야윔 | 뒷다리 종창, 종괴(관절부/비관절부 포함) | 뒷다리 지각감퇴, 뒷다리 무감각증 | 뒷다리 파행, 경직, 절름발이 | 머리, 얼굴, 목, 혀 지각감퇴, 무감각증 | 머리, 얼굴, 턱, 혀 위축, 수척, 야윔 | 무기력, 침울, 졸림, 생기없음 | 복강내부 종괴, 종창, 유착 | 비정상적인 자세 | 상부기도의 비정상 호흡음, 코고는 소리 | 식욕부진, 식욕감소,  욕절폐, 젖을 안먹임, 먹이 공급 중단 | 안검하수 |  안구함몰, 눈이 움푹 꺼짐 | 앞다리 반사 이상(증가나 감소) 앞다리 종창, 종괴(관절부/비관절부위 포함) | 앞다리 지각감퇴, 무감각 | 앞다리 파행, 경직, 절름발이 | 운동실조, 협조불능, 절뚝거림, 넘어짐 | 저작곤란, 잘 씹지 못함 | 전방축농, 안구전방에 지질이나 섬유소 축적 | 점막, 피부 창백, 빈혈 | 제3안검 탈출, 순막의 돌출 | 청색증, 피부나 점막이 푸름 | 축동, 동공축소 | 피부 또는 피하의 종창, 종괴, 결절 | 호흡곤란, 개구호흡, 그르렁거림, 가쁜호흡 |"
